MSOA11CD,07/03/2020,14/03/2020,21/03/2020,28/03/2020,04/04/2020,11/04/2020,18/04/2020,25/04/2020,02/05/2020,09/05/2020,16/05/2020,23/05/2020,30/05/2020,13/06/2020
E02005198,,,2.76,3.71,2.91,1.72,1.47,1.76,,,,,,
E02005199,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005200,,,2.76,3.71,2.91,1.72,1.47,1.76,,,,,,
E02005201,,,2.76,3.71,2.91,1.72,1.47,1.76,,,,,,
E02005202,,,2.76,3.71,2.91,1.72,1.47,1.76,,,,,,
E02005203,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005204,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005205,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005206,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005207,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005208,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005209,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005210,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005211,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005212,,3,2.76,3.71,2.54,1.72,1.47,,,,,,,
E02005213,,,2.76,3.71,2.18,1.72,1.47,,,,,,,
E02005214,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005215,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005216,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005217,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005218,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005219,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005220,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005221,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005222,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005223,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005224,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005225,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005226,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005228,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005229,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005230,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005231,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005233,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005234,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005235,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005236,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005237,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005238,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005239,,3,2.76,3.71,2.54,1.72,1.47,,,,,,,
E02005240,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005241,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005242,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005243,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005244,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005245,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005246,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005247,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005248,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005249,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005250,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005251,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005252,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02005253,,3,2.76,3.71,2.54,1.72,1.47,,,,,,,
E02005254,,,2.76,3.71,2.18,1.72,1.47,1.52,,,,,,
E02005255,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005256,,,2.76,3.71,,1.72,1.47,6.73,6.17,4.95,,,,
E02005257,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005258,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005259,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005260,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005261,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005262,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005263,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005264,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005265,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005266,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005267,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005268,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005269,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005270,,3,2.76,3.71,2.54,1.72,1.47,,,,,,,
E02005271,,3,2.76,3.71,2.54,1.72,1.47,,,,,,,
E02005272,,3,2.76,3.71,2.54,1.72,1.47,,,,,,,
E02005273,,3,2.76,3.71,2.54,1.72,1.47,,,,,,,
E02005274,,3,2.76,3.71,2.54,1.72,1.47,,,,,,,
E02005275,,3,2.76,3.71,2.54,1.72,1.47,,,,,,,
E02005276,,3,2.76,3.71,2.54,1.72,1.47,,,,,,,
E02005277,,3,2.76,3.71,2.54,1.72,1.47,,,,,,,
E02005278,,,2.76,3.71,,1.72,,,,,,,,
E02005279,,,2.76,3.71,,1.72,,,,,,,,
E02005280,,,2.76,3.71,,1.72,,,,,,,,
E02005281,,,2.76,3.71,,1.72,,,,,,,,
E02005284,,,2.76,3.71,,1.72,1.47,5.95,,,,,,
E02005285,,,2.76,3.71,,1.72,,,,,,,,
E02005286,,,2.76,3.71,,1.72,,,,,,,,
E02005287,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005288,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005289,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005290,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005291,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005292,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005293,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005294,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005295,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005296,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005297,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005298,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005299,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005300,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005301,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005302,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005303,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005304,,,2.76,3.71,,1.72,1.47,,,,,,,
E02005305,,,2.76,3.71,2.91,1.72,1.47,1.52,,,,,,
E02005306,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005307,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005308,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005309,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005310,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005311,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005312,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005313,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005314,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005315,,,2.76,3.71,2.91,1.72,1.51,,,,,,,
E02005316,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005317,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005318,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02005319,,3,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005320,,3,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005321,,3,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005322,,3,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005323,,3,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005324,,3,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005325,,3,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005326,,,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005327,,3,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005328,,,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005329,,,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005330,,,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02005331,,,2.76,3.71,2.18,1.72,1.47,1.52,,,,,,
E02005332,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02005334,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005335,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005336,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005337,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005338,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005339,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005340,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005341,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005342,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005343,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005344,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005345,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005346,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005347,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005348,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005349,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005350,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005351,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005352,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005353,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005354,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005355,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005356,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005357,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005358,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005359,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005360,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005361,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005362,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005363,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005364,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005365,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005366,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005368,5.2,2.46,4.12,4.35,2.82,,1.27,,,,,,,
E02005369,5.2,2.46,4.12,4.35,1.99,,1.27,,,,,,,
E02005370,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005371,5.2,2.46,4.12,4.35,1.99,,1.27,,,,,,,
E02005372,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005373,5.2,2.46,,4.35,1.99,,1.27,1.51,,,,,,
E02005374,5.2,2.46,,4.35,1.99,,1.27,1.51,,,,,,
E02005375,5.2,2.46,,,1.99,,1.27,1.51,,,,,,
E02005376,5.2,,4.12,4.35,,,1.27,,,,,,,
E02005377,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005378,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005379,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005380,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005381,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005382,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005383,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005384,5.2,,4.12,4.35,1.99,,1.27,6.49,,,,,,
E02005385,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005386,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005387,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005388,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005389,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005390,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005391,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005392,,2.46,4.12,4.35,2.82,,1.27,,,,,,,
E02005393,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005394,,,4.12,4.35,2.82,,1.27,,,,,,,
E02005395,,2.46,4.12,4.35,2.82,,1.27,,,,,,,
E02005396,5.2,2.46,4.12,4.35,2.82,,1.27,,,,,,,
E02005397,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005398,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005399,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005400,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005401,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005402,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005403,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005404,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02005405,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005406,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005407,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005408,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005409,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02005412,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005414,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005415,5.2,,4.12,4.35,2.82,,1.27,,,,,,,
E02005416,5.2,,4.12,4.35,1.99,,1.27,,,,,,,
E02005417,,,,,,1.44,,,,,,,,
E02005418,,2.46,,,1.99,1.44,,,,,,,,
E02005419,,2.46,,,1.99,1.44,,,,,,,,
E02005420,,2.46,,,1.99,1.44,,,,,,,,
E02005422,,2.46,,,2.82,1.44,,,,,,,,
E02005423,,2.46,,,1.99,1.44,,,,,,,,
E02005428,,,,,,1.44,,,,,,,,
E02005429,,,,,,1.44,,,,,,,,
E02005430,,,,,2.82,,,,,,,,,
E02005431,,,,,,1.44,,,,,,,,
E02005432,,,,,1.99,1.44,,,,,,,,
E02005433,,,,,,1.44,,,,,,,,
E02005434,,,,,2.82,,,,,,,,,
E02005435,,,,,,1.44,,,,,,,,
E02005436,,,,,,1.44,,,,,,,,
E02005437,,,,,,1.44,,,,,,,,
E02005438,,,,,,1.44,,,,,,,,
E02005439,,,,,2.82,,,,,,,,,
E02005440,,,,,,1.44,,,,,,,,
E02005441,,,,,1.99,1.44,,,,,,,,
E02005442,,,,,2.82,,,,,,,,,
E02005443,,,,,2.82,,,,,,,,,
E02005444,,,,,2.82,,,,,,,,,
E02005445,,,,,2.82,,,,,,,,,
E02005446,,,,,2.82,,,,,,,,,
E02005447,,,,,2.82,,,,,,,,,
E02005448,,,,,2.82,,,,,,,,,
E02005449,,,,,2.82,,,,,,,,,
E02005450,,,,,2.82,,,,,,,,,
E02005451,,,,,2.82,,,,,,,,,
E02005452,,,,,2.82,,,,,,,,,
E02005453,,,,,2.82,,,,,,,,,
E02005455,,,,4.35,2.82,,,,,,,,,
E02005456,,,,,2.82,,,,,,,,,
E02005457,,,,,2.82,,,,,,,,,
E02005458,,,,,2.82,,,,,,,,,
E02005459,,,,,2.82,,,,,,,,,
E02005460,,,,,2.82,,,,,,,,,
E02005461,,,,,2.82,,,,,,,,,
E02005462,,,,,2.82,,,,,,,,,
E02005463,,,,,2.82,,,,,,,,,
E02005464,,2.46,,,2.82,,,,,,,,,
E02005465,,2.46,,,1.99,1.44,,,,,,,,
E02005466,,2.46,,,,1.44,,,,,,,,
E02005467,,2.46,,,,1.44,,,,,,,,
E02005468,,2.46,,,,1.44,,,,,,,,
E02005469,,2.46,,,1.99,1.44,,,,,,,,
E02005470,,2.46,,,1.99,1.44,,,,,,,,
E02005471,,2.46,,,1.99,1.44,,,,,,,,
E02005472,,2.46,,,,1.44,,,,,,,,
E02005473,,2.46,,,1.99,1.44,,,5.41,,,,,
E02005474,,2.46,,,,1.44,,,,,,,,
E02005475,,2.46,,,,1.44,,,,,,,,
E02005476,,,,4.35,2.82,,,,,,,,,
E02005477,,,,4.35,2.82,,1.27,,,,,,,
E02005478,,,,4.35,2.82,,1.27,,,,,,,
E02005479,,,,4.35,2.82,,1.27,,,,,,,
E02005480,,2.46,,4.35,2.82,,1.27,,,,,,,
E02005481,,2.46,,4.35,2.82,,1.27,,,,,,,
E02005482,,2.46,,4.35,2.82,,1.27,,,,,,,
E02005483,,2.46,,,2.82,1.44,,,,,,,,
E02005484,,2.46,,4.35,2.82,,1.27,,,,,,,
E02005485,,2.46,,,2.82,1.44,1.27,,,,,,,
E02005486,,2.46,,,2.82,1.44,1.27,,,,,,,
E02005487,5.2,2.46,,,1.99,1.44,1.27,,,,,,,
E02005488,5.2,2.46,,,1.99,1.44,1.27,,,,,,,
E02005489,5.2,2.46,,,1.99,1.44,,,,,,,,
E02005490,5.2,2.46,,,1.99,,1.27,,,,,,,
E02005491,5.2,2.46,,,1.99,,1.27,,,,,,,
E02005492,,,,,2.82,,,,,,,,,
E02005493,,,,,2.82,,,,,,,,,
E02005494,,,,,2.82,,,,,,,,,
E02005495,,,,,2.82,,,,,,,,,
E02005496,,,,,2.82,,,,,,,,,
E02005497,,,,,2.82,,,,,,,,,
E02005498,,,,,2.82,,,,,,,,,
E02005499,,,,,2.82,,,,,,,,,
E02005500,,,,,2.82,,,,,,,,,
E02005501,,,,,2.82,,,,,,,,,
E02005502,,,,,2.82,,,,,,,,,
E02005503,,,,,,1.44,,,,,,,,
E02005504,,,,,,1.44,2.08,,,,,,,
E02005505,,,,,,1.44,,,,,,,,
E02005506,,,,,,1.44,,,,,,,,
E02005507,,,,,,1.44,,,,,,,,
E02005508,,,,,,1.44,,,,,,,,
E02005509,,2.46,,,,1.44,2.08,3.09,,,,,,
E02005510,,2.46,,,,1.44,2.08,3.09,,,,,,
E02005511,,2.46,,,,1.44,,,,,,,,
E02005512,,2.46,,,1.89,1.44,,,,,,,,
E02005513,,,,,1.89,1.44,1.53,,,,,,,
E02005514,,2.46,,,1.89,1.44,,,,,,,,
E02005515,,,,,1.89,1.44,1.53,,,,,,,
E02005516,,,,,1.89,1.44,1.53,,,,,,,
E02005517,,2.46,,,1.89,1.44,,,,,,,,
E02005518,,2.46,,,1.89,1.44,,,,,,,,
E02005519,,2.46,,,1.89,1.44,,,,,,,,
E02005520,,,,,,1.44,,,,,,,,
E02005521,,,,,,1.44,,,,,,,,
E02005522,,,,,,1.44,,,,,,,,
E02005523,,,,,,1.44,,,,,,,,
E02005524,,,,,,1.44,,,,,,,,
E02005525,,,,,,1.44,,,,,,,,
E02005526,,,,,,1.44,,,,,,,,
E02005527,,,,,,1.44,,,,,,,,
E02005528,,,,,,1.44,,,,,,,,
E02005529,,,,,,1.44,,,,,,,,
E02005530,,,,,,1.44,,,,,,,,
E02005531,,,,,,1.44,,,,,,,,
E02005532,,,,,,1.44,,,,,,,,
E02005533,,,,,,1.44,,,,,,,,
E02005534,,,,,,1.44,,,,,,,,
E02005535,,,,,,1.44,4.66,,,,,,,
E02005536,,,,,,1.44,,,,,,,,
E02005537,,,,,,1.44,,,,,,,,
E02005538,,,,,,1.44,,,,,,,,
E02005539,,,,,,1.44,,,,,,,,
E02005540,,,,,,1.44,,,,,,,,
E02005541,,,,,,1.44,,,,,,,,
E02005542,,,,,,1.44,,,,,,,,
E02005543,,,,,,1.44,,,,,,,,
E02005544,,,,,,1.44,,,,,,,,
E02005545,,,,,,1.44,,,,,,,,
E02005546,,,,,,1.44,,,,,,,,
E02005547,,,,,,1.44,,,,,,,,
E02005548,,,,,,1.44,,,,,,,,
E02005549,,,,,,1.44,,,,,,,,
E02005550,,,,,,1.44,,,,,,,,
E02005551,,,,,,1.44,2.08,,,,,,,
E02005552,,,,,,1.44,2.08,,,,,,,
E02005553,,2.46,,,,1.44,2.08,,,,,,,
E02005554,,2.46,,,,1.44,2.08,,,,,,,
E02005555,,2.46,,,,1.44,2.08,,,,,,,
E02005556,,2.46,,,,1.44,2.08,,,,,,,
E02005557,,2.46,,,,1.44,2.08,,,,,,,
E02005558,,2.46,,,,1.44,2.08,,,,,,,
E02005559,,2.46,,,,1.44,2.08,,,,,,,
E02005560,,2.46,,,,1.44,2.08,,,,,,,
E02005561,,2.46,,,,1.44,2.08,,,,,,,
E02005562,,2.46,,,,1.44,2.08,,,,,,,
E02005563,,2.46,,,,1.44,2.08,,,,,,,
E02005564,,2.46,,,,1.44,2.08,,,,,,,
E02005565,,2.46,,,,1.44,2.08,,,,,,,
E02005566,,2.46,,,,1.44,,,,,,,,
E02005567,,2.46,,,,1.44,2.08,,,,,,,
E02005568,,2.46,,,,1.44,2.08,,,,,,,
E02005569,,2.46,,,,1.44,,,,,,,,
E02005570,,,,,,1.44,,,,,,,,
E02005571,,,,,,1.44,,,,,,,,
E02005572,,,,,,1.44,,,,,,,,
E02005573,,,,,,1.44,,,,,,,,
E02005574,,,,,,1.44,,,,,,,,
E02005575,,,,,,1.44,,,,,,,,
E02005576,,,,,,1.44,,,,,,,,
E02005577,,,,,,1.44,,,,,,,,
E02005578,,,,,,1.44,2.08,,,,,,,
E02005579,,,,,,1.44,,,,,,,,
E02005580,,,,,,1.44,2.08,,,,,,,
E02005581,,,,,,1.44,,,,,,,,
E02005582,,,,,,1.44,,,,,,,,
E02005583,,,,,,1.44,,,,,,,,
E02005584,,,,,,1.44,,,,,,,,
E02005585,,,,,,1.44,,,,,,,,
E02005586,,,,,,1.44,,,,,,,,
E02005587,,,,,,1.44,,,,,,,,
E02005588,,,,,,1.44,,,,,,,,
E02005589,,,,,,1.44,,,,,,,,
E02005590,,,,,,1.44,,,,,,,,
E02005592,,,,,,1.44,,,,,,,,
E02005593,,,,,,1.44,,,,,,,,
E02005594,,,,,,1.44,,,,,,,,
E02005595,,,,,,1.44,,,,,,,,
E02005596,,,,,,1.44,,,,,,,,
E02005597,,,,,,1.44,,,,,,,,
E02005598,,,,,,1.44,,,,,,,,
E02005599,,,,,,1.44,,,,,,,,
E02005600,,,,,1.89,1.44,,,,,,,,
E02005601,,,,,1.89,1.44,,,,,,,,
E02005602,,,,,1.89,1.44,1.53,,,,,,,
E02005603,,,,,1.89,1.44,1.53,,,,,,,
E02005604,,,,,1.89,1.44,1.53,,,,,,,
E02005605,,,,,1.89,1.44,1.53,,,,,,,
E02005606,,,,,1.89,1.44,1.53,,,,,,,
E02005607,,,,,1.89,1.44,1.53,,,,,,,
E02005608,,,,,1.89,1.44,1.53,8.63,,,,,,
E02005609,,,,,1.89,1.44,1.53,,,,,,,
E02005610,,,,,1.89,1.44,1.53,,,,,,,
E02005611,,,,,1.89,1.44,1.53,,,,,,,
E02005612,5.2,2.46,,,1.99,,1.27,1.51,,,,,,
E02005613,5.2,2.46,,,1.99,,1.27,1.51,,,,,,
E02005614,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005615,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005616,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005617,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005619,5.2,2.46,,,1.99,1.7,1.27,1.51,,,,,,
E02005620,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005621,5.2,,,,2.97,1.7,1.27,,,,,,,
E02005622,5.2,2.46,,,2.97,1.7,1.27,,,,,,,
E02005623,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005624,5.2,,,2.81,2.97,1.7,1.27,,,,,,,
E02005625,5.2,,,2.81,2.97,1.7,1.27,,,,,,,
E02005626,5.2,,,2.81,2.97,1.7,1.27,,,,,,,
E02005627,5.2,,,2.81,2.97,1.7,1.27,,,,,,,
E02005628,5.2,,,2.81,2.97,1.7,,,,,,,,
E02005629,5.2,2.46,,,1.99,,1.27,1.55,,,,,,
E02005630,5.2,2.46,,,,1.44,1.27,1.51,,,,,,
E02005631,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005632,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005633,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005634,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005635,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005636,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005637,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005638,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005639,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005640,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005641,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005642,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005643,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005644,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005645,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005646,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005647,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005648,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005649,5.2,2.46,,,,,1.27,1.51,,,,,,
E02005650,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005651,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005652,5.2,2.46,,,2.97,1.7,1.27,1.51,5.63,3.83,,,,
E02005653,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005654,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005655,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005656,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005657,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005658,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005659,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005660,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005661,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005662,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005663,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005664,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005665,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005666,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005667,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005668,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005669,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005670,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005671,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005672,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005673,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005674,5.2,2.46,,,2.97,1.7,1.27,1.51,,,,,,
E02005675,5.2,2.46,,,2.97,1.7,1.27,,,,,,,
E02005676,5.2,2.46,,,2.97,1.7,1.27,,,,,,,
E02005677,5.2,2.46,,,2.97,1.7,1.27,,,,,,,
E02005678,5.2,2.46,,,2.97,1.7,1.27,,,,,,,
