MSOA11CD,07/03/2020,14/03/2020,21/03/2020,28/03/2020,04/04/2020,11/04/2020,18/04/2020,25/04/2020,02/05/2020,09/05/2020,16/05/2020,23/05/2020,30/05/2020,13/06/2020
E02003675,5.2,5.07,4.4,2.81,2.97,1.7,,,,,,,,
E02003676,5.2,5.07,4.4,4.37,2.97,1.7,,,,,,,,
E02003677,5.2,5.07,4.4,4.37,2.97,1.7,,,,,,,,
E02003678,5.2,,4.4,4.37,2.97,1.7,,,,,,,,
E02003679,5.2,5.07,4.4,4.37,2.97,1.7,,,,,,,,
E02003680,5.2,5.07,4.4,2.81,2.97,1.7,,,,,,,,
E02003681,5.2,5.07,4.4,4.37,2.97,1.7,,,,,,,,
E02003682,5.2,5.07,4.4,2.81,2.97,1.7,,,,,,,,
E02003683,5.2,5.07,4.4,4.37,2.97,1.7,,,,,,,,
E02003685,5.2,5.07,4.4,2.81,2.97,1.7,,,,,,,,
E02003686,5.2,5.07,4.4,2.81,2.97,1.7,,,,,,,,
E02003687,5.2,5.07,4.4,2.81,2.97,1.7,,,,,,,,
E02003688,5.2,5.07,4.4,2.81,2.97,1.7,,,,,,,,
E02003689,5.2,5.07,4.4,2.81,2.97,1.7,,,,,,,,
E02003690,5.2,5.07,4.4,,2.97,1.7,,,,,,,,
E02003691,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003692,,5.07,,2.81,2.97,1.7,,,,,,,,
E02003693,,5.07,,2.81,2.97,1.7,,,,,,,,
E02003694,,5.07,,2.81,2.97,1.7,,,,,,,,
E02003695,,5.07,,,2.97,1.7,,,,,,,,
E02003696,5.2,5.07,4.4,2.81,2.97,1.7,2.18,,,,,,,
E02003697,5.2,5.07,4.4,2.81,2.97,1.7,2.18,,,,,,,
E02003698,5.2,5.07,4.4,2.81,2.97,1.7,,,,,,,,
E02003699,5.2,5.07,,2.81,2.97,1.7,2.18,,,,,,,
E02003701,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003702,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003703,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003704,5.2,5.07,4.4,2.81,2.97,1.7,,,,,,,,
E02003705,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003706,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003707,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003708,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003709,5.2,5.07,4.4,2.81,2.97,1.7,,,,,,,,
E02003710,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003711,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003712,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003713,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003714,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003715,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003716,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003717,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003718,5.2,5.07,,2.81,2.97,1.7,,,,,,,,
E02003719,5.2,2.46,,,1.89,1.44,3.45,,,,,,,
E02003720,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003721,5.2,2.46,,,1.89,1.44,3.45,,,,,,,
E02003722,5.2,2.46,,,1.89,1.44,3.45,,,,,,,
E02003723,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003724,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003725,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003726,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003727,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003728,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003729,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003730,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003731,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003732,,2.46,,,,1.44,,,,,,,,
E02003733,5.2,2.46,,,,1.44,,2.04,,,,,,
E02003734,,2.46,,,,1.44,,,,,,,,
E02003735,,2.46,,,,1.44,,,,,,,,
E02003736,5.2,2.46,,,,1.44,,,,,,,,
E02003737,,2.46,,,1.89,1.44,,,,,,,,
E02003738,,2.46,,,1.89,1.44,,,,,,,,
E02003739,,2.46,,,1.89,1.44,,,,,,,,
E02003740,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003742,,2.46,,,,1.44,,,,,,,,
E02003743,,2.46,,,,1.44,,,,,,,,
E02003744,,2.46,,,,1.44,,,,,,,,
E02003745,,2.46,,,,1.44,,,,,,,,
E02003746,,2.46,,,,1.44,,,,,,,,
E02003747,5.2,2.46,,,,1.44,,,,,,,,
E02003748,,2.46,,,,1.44,,2.04,,,,,,
E02003749,5.2,2.46,,,,1.44,,,,,,,,
E02003750,,2.46,,,,1.44,,2.04,,,,,,
E02003751,5.2,2.46,,,,1.44,,2.04,,,,,,
E02003752,5.2,2.46,,,,1.44,,2.04,,,,,,
E02003753,5.2,2.46,,,,1.44,,,,,,,,
E02003754,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003755,5.2,2.46,,,,1.44,,2.04,,,,,,
E02003756,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003757,5.2,2.46,,,,1.44,,2.04,,,,,,
E02003758,5.2,2.46,,,,1.44,,2.04,,,,,,
E02003759,5.2,2.46,,,,1.44,,2.04,,,,,,
E02003760,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003761,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003762,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003763,5.2,2.46,,,,1.44,,,,,,,,
E02003764,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003765,5.2,2.46,,,,1.44,,,,,,,,
E02003766,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003767,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003768,5.2,2.46,,,,1.44,,,,,,,,
E02003769,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003770,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003771,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003772,5.2,2.46,,,,1.44,1.47,,,,,,,
E02003773,5.2,2.46,4.4,,,1.44,1.47,,,,,,,
E02003774,5.2,2.46,4.4,,,1.44,1.47,,,,,,,
E02003775,5.2,2.46,,,,1.44,,,,,,,,
E02003776,5.2,2.46,,,,1.44,,,,,,,,
E02003777,5.2,2.46,,,,1.44,,,,,,,,
E02003778,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003779,5.2,2.46,,,,1.44,,,,,,,,
E02003780,5.2,2.46,,,,1.44,,,,,,,,
E02003781,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003783,5.2,2.46,,,,1.44,,,,,,,,
E02003784,5.2,2.46,,,,1.44,,,,,,,,
E02003785,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003786,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003787,5.2,2.46,4.4,4.37,,1.44,,,,,,,,
E02003788,5.2,2.46,,,1.89,1.44,,,,,,,,
E02003789,5.2,2.46,,2.11,1.89,1.44,,,,,,,,
E02003790,,2.46,,2.11,1.89,1.44,,,,,,,,
E02003791,5.2,2.46,,2.11,1.89,1.44,,,,,,,,
E02003792,5.2,2.46,4.4,4.37,1.89,1.44,,,,,,,,
E02003793,5.2,2.46,4.4,4.37,,1.44,,,,,,,,
E02003794,,,,,2.91,,1.47,1.5,1.5,,,,,
E02003795,,,,,2.91,,1.47,1.5,5.71,4.46,,,,
E02003796,,,,,2.91,,1.47,1.5,,,,,,
E02003797,,,,,2.91,,1.47,1.5,,,,,,
E02003798,,,,,2.91,,1.47,1.5,,,,,,
E02003799,,,,,2.91,,1.47,1.5,,,,,,
E02003800,,,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003801,,,,,2.91,,1.47,1.5,,,,,,
E02003802,,,,,2.91,,1.47,1.5,,,,,,
E02003803,,,,,2.91,,1.47,1.5,,,,,,
E02003804,,,,,2.91,,1.47,1.5,,,,,,
E02003805,,,,,2.91,,1.47,1.5,1.5,,,,,
E02003806,,,,,2.91,,1.47,1.5,,,,,,
E02003807,,,,,2.91,,1.47,1.5,,,,,,
E02003808,,,,,2.91,,1.47,1.5,,,,,,
E02003809,,,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003810,,,,,2.91,1.76,1.47,1.5,,,,,,
E02003811,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003812,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003813,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003814,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003815,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003816,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003817,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003818,,4.29,,4.35,2.91,1.76,1.47,1.5,1.5,,,,,
E02003819,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003820,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003821,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003822,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003823,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003824,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003825,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003826,,4.29,,,2.91,1.76,1.47,1.5,1.5,2.33,,,,
E02003827,,4.29,,,2.91,1.76,1.47,1.5,1.5,2.33,,,,
E02003828,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003829,,4.29,,,2.91,1.76,1.47,1.5,1.5,2.33,,,,
E02003830,,4.29,,,2.91,1.76,1.47,1.5,1.5,2.33,,,,
E02003831,,4.29,,,2.91,1.76,1.47,1.5,1.5,2.33,,,,
E02003832,,4.29,,,2.91,1.76,1.47,1.5,1.5,2.33,,,,
E02003833,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003834,,4.29,,,2.91,1.76,1.47,1.5,1.5,2.33,,,,
E02003835,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003836,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003837,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003838,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003839,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003840,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003841,,,2.76,3.71,2.91,,1.47,,,,,,,
E02003842,,,2.76,2.79,2.91,,1.47,,,,,,,
E02003843,,,,2.79,2.91,,1.47,,,,,,,
E02003844,,,2.76,2.79,2.91,,1.47,,,,,,,
E02003845,,,,2.79,2.91,,1.47,1.5,,,,,,
E02003846,,,,2.79,2.91,,1.47,,,,,,,
E02003847,,,,2.79,2.91,,1.47,,,,,,,
E02003848,,,,2.79,2.91,,1.47,1.5,,,,,,
E02003849,,,,2.79,2.91,,1.47,1.5,,,,,,
E02003850,,,,2.79,2.91,,1.47,1.5,,,,,,
E02003851,,,,,2.91,,1.47,1.5,,,,,,
E02003852,,,,,2.91,,1.47,1.5,,,,,,
E02003853,,4.29,,,2.82,1.76,1.47,,,,,,,
E02003854,,4.29,,,2.91,1.76,1.47,,,,,,,
E02003855,,4.29,,,2.91,1.76,1.47,,,,,,,
E02003856,,4.29,,,2.91,1.76,1.47,,,,,,,
E02003857,,4.29,,,2.91,1.76,1.47,1.5,,,,,,
E02003858,,4.29,,,2.91,1.76,1.47,1.5,,,,,,
E02003859,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003860,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003861,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003862,,4.29,,,2.91,1.76,1.47,1.5,,,,,,
E02003863,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003864,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003865,,4.29,,,2.91,1.76,1.47,,,,,,,
E02003866,,4.29,,,2.91,1.76,1.47,1.5,,,,,,
E02003867,,4.29,,,2.91,1.76,1.47,1.5,,,,,,
E02003868,,4.29,,,2.91,1.76,1.47,1.5,,,,,,
E02003869,,4.29,,,2.91,1.76,1.47,1.5,,,,,,
E02003870,,4.29,,,2.91,1.76,1.47,1.5,,,,,,
E02003871,,4.29,,,2.91,1.76,1.47,1.5,,,,,,
E02003872,,4.29,,,2.91,1.76,1.47,1.5,,,,,,
E02003873,,4.29,,,2.91,1.76,1.47,1.5,,,,,,
E02003874,,,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003875,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003876,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003877,,,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003878,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003879,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003880,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003881,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003882,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003883,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003884,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003885,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003886,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003887,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003888,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003889,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003890,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003891,,4.29,,,2.91,1.76,1.47,1.5,1.5,,,,,
E02003892,,,3.6,,,,,,,,,,,
E02003893,,,3.6,,,,,,,,,,,
E02003894,,,3.6,,,,,,,,,,,
E02003895,,,3.6,,,,,,,,,,,
E02003896,,,3.6,,,,,,,,,,,
E02003897,,,3.6,,,,,,,,,,,
E02003898,,,3.6,,,,,,,,,,,
E02003899,,,3.6,,,,,,,,,,,
E02003900,,,3.6,,,,,,,,,,,
E02003901,,,3.6,,,,,,,,,,,
E02003902,,,3.6,,,,,,,,,,,
E02003903,,,3.6,,,,,,,,,,,
E02003904,,,3.6,,,,,,,,,,,
E02003905,,,3.6,,,,,,,,,,,
E02003906,,,3.6,,,,,,,,,,,
E02003907,,,3.6,,,,,,,,,,,
E02003908,,,3.6,,,,,,,,,,,
E02003909,,,3.6,,,,,,,,,,,
E02003910,,,3.6,,,,,,,,,,,
E02003911,,,3.6,,,,,,,,,,,
E02003912,,,3.6,,,,,,,,,,,
E02003913,,,3.6,,,,,,,,,,,
E02003914,,,3.6,,,,,,,,,,,
E02003915,,,3.6,,,,,,,,,,,
E02003916,,,3.6,,,,,,,,,,,
E02003917,,,3.6,,,,,,,,,,,
E02003921,,,3.6,,,,,,,,,,,
E02003931,,,3.6,,,,,,,,,,,
E02003932,,,3.6,,,,,,,,,,,
E02003933,,,3.6,,,,,,,,,,,
E02003934,,,3.6,,,,,,,,,,,
E02003935,,,3.6,,,,,,,,,,,
E02003936,,,3.6,,,,,,,,,,,
E02003937,,,3.6,,,,,,,,,,,
E02003938,,,3.6,,,,,,,,,,,
E02003939,,,3.6,,,,,,,,,,,
E02003940,,,3.6,,,,,,,,,,,
E02003941,,,3.6,,,,,,,,,,,
E02003942,,,3.6,,,,,,,,,,,
E02003952,,,3.6,,,,,,,,,,,
E02003953,,,3.6,,,,,,,,,,,
E02003954,,,3.6,,,,,,,,,,,
E02003955,,,3.6,,,,,,,,,,,
E02003956,,,3.6,,,,,,,,,,,
E02003957,,,3.6,,,,,,,,,,,
E02003958,,,3.6,,,,,,,,,,,
E02003959,,,3.6,,,,,,,,,,,
E02003960,,,3.6,,,,,,,,,,,
E02003961,,,3.6,,,,,,,,,,,
E02003962,,,3.6,,,,,,,,,,,
E02003963,,,3.6,,,,,,,,,,,
E02003964,,,3.6,,,,,,,,,,,
E02003965,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003966,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003967,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003968,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003969,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003970,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003971,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003972,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003973,,,2.76,3.71,2.54,1.72,,,,,,,,
E02003974,,,2.76,3.71,2.54,1.72,,,,,,,,
E02003975,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003976,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003977,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003978,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003979,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003980,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003981,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003982,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003983,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003984,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003985,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003986,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003987,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003988,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003989,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003990,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003991,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003992,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003993,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003994,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003995,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02003996,,3,2.76,3.71,2.54,1.72,,,3.15,,,,,
E02003997,,3,2.76,3.71,2.54,1.72,,,3.15,,,,,
E02003998,,3,2.76,3.71,2.54,1.72,,,3.15,,,,,
E02003999,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004000,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004001,,,2.76,3.71,2.54,1.72,,,,,,,,
E02004002,,,2.76,3.71,2.54,1.72,,,,,,,,
E02004003,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004004,,,2.76,3.71,2.54,1.72,,,,,,,,
E02004005,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004006,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004007,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004008,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004009,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004010,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004011,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004012,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004013,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004014,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004015,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004016,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004017,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004018,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004019,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004020,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004021,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004022,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004023,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004024,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004025,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004026,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004027,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004028,,3,2.76,3.71,2.54,1.72,,,,,,,,
E02004029,,4.29,4.12,4.35,2.82,1.76,,,,,,,,
E02004030,,4.29,4.12,4.35,2.82,1.76,,,,,,,,
E02004031,,4.29,4.12,4.35,2.82,1.76,,,,,,,,
E02004032,,4.29,4.12,4.35,2.82,1.76,,,,,,,,
E02004033,,4.29,4.12,4.35,2.82,1.76,,,,,,,,
E02004034,,4.29,4.12,4.35,2.82,1.76,,,,,,,,
E02004035,,4.29,4.12,4.35,2.82,1.76,,1.93,,,,,,
E02004036,,4.29,4.12,4.35,2.82,1.76,,,,,,,,
E02004037,,4.29,4.12,4.35,2.82,1.76,,,,,,,,
E02004038,,4.29,4.12,4.35,2.82,1.76,,1.93,,,,,,
E02004039,,4.29,4.12,4.35,2.82,1.76,,,,,,,,
E02004040,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004041,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004043,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004044,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004045,,,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004046,,,4.12,4.35,2.82,,1.41,,,,,,,
E02004047,,,4.12,4.35,2.82,,1.41,,,,,,,
E02004048,,,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004049,,,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004050,,,4.12,4.35,2.82,,1.41,,,,,,,
E02004051,,,4.12,4.35,2.82,,,,,,,,,
E02004052,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004053,,4.29,4.12,4.35,2.82,1.76,,,,,,,,
E02004054,,4.29,4.12,4.35,2.82,1.76,,,,,,,,
E02004055,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004056,,,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004057,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004058,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004059,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004060,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004061,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004062,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004063,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004064,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004065,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004066,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004067,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004068,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004069,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004070,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004071,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004072,,4.29,4.12,4.35,2.82,1.76,1.41,1.93,,,,,,
E02004073,,4.29,4.12,4.35,2.82,1.76,1.41,1.93,,,,,,
E02004074,,4.29,4.12,4.35,2.82,1.76,,1.93,,,,,,
E02004075,,4.29,4.12,4.35,2.82,1.76,,1.93,,,,,,
E02004076,,4.29,4.12,4.35,2.82,1.76,1.54,2.89,,,,,,
E02004077,,4.29,4.12,4.35,2.82,1.76,1.54,2.89,,,,,,
E02004078,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004080,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004081,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004082,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004083,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004084,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004085,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004086,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004087,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02004088,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02004089,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02004090,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004091,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02004092,,4.29,4.12,4.35,2.82,,1.27,,,,,,,
E02004093,,,,,2.82,1.76,1.49,,,,,,,
E02004094,,,,,2.82,1.76,1.49,,,,,,,
E02004095,,,,,2.82,1.76,1.49,,,,,,,
E02004096,,4.29,,,2.82,1.76,1.49,,,,,,,
E02004097,,4.29,,,2.82,1.76,1.47,,,,,,,
E02004098,,4.29,,,2.82,1.76,1.47,,,,,,,
E02004100,,4.29,,4.35,2.82,1.76,1.47,,,,,,,
E02004102,,4.29,4.12,4.35,2.82,1.76,1.47,,,,,,,
E02004103,,4.29,4.12,4.35,2.82,1.76,1.47,,,,,,,
E02004104,,4.29,4.12,4.35,2.82,1.76,1.47,,,,,,,
E02004105,,,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004106,,,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004108,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004109,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004110,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004111,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004112,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004113,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004114,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004115,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004116,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004117,,4.29,4.12,4.35,2.82,1.76,1.41,,,,,,,
E02004118,,4.29,4.12,4.35,2.82,1.76,1.54,2.89,,,,,,
E02004119,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004120,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004121,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004122,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004123,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004124,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004125,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004126,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004128,,4.29,4.12,4.35,2.82,1.76,1.27,,,,,,,
E02004129,,,3.6,3.57,,,,,,,,,,
E02004130,,,3.6,,,,,,,,,,,
E02004131,,,3.6,,,,,,,,,,,
E02004132,,,3.6,,,,,,,,,,,
E02004133,,,3.6,3.57,,,,,,,,,,
E02004134,,,3.6,,,,,,,,,,,
E02004135,,,3.6,,,,,,,,,,,
E02004136,,,3.6,,,,,,,,,,,
E02004137,,,3.6,,,,,,,,,,,
E02004138,,,3.6,,,,,,,,,,,
E02004139,,,3.6,,,,,,,,,,,
E02004140,,,3.6,,,,,,,,,,,
E02004141,,,3.6,,,,,,,,,,,
